Weld,C,Mn,Si,S,P,Ti,B,Al,N,O,Cr ,Ni,Mo,V,Cu ,Nb,YS,TS,Temp
A3Ni,0.062,0.62,0.29,0.007,0.007,0.0006,0.0002,0.0005,0.0072,0.05,0.03,3.01,0.005,0.0005,0.03,0.0005,457,543,-65
A3Ni,0.057,0.65,0.3,0.007,0.007,0.0036,0.0002,0.0005,0.0072,0.046,0.03,3.03,0.005,0.0005,0.03,0.0005,477,557,-85
A3Ni,0.059,0.63,0.31,0.007,0.007,0.0082,0.0002,0.0005,0.0064,0.0426,0.03,3,0.005,0.0005,0.03,0.0005,489,571,-75
A3Ni,0.065,0.65,0.35,0.007,0.006,0.015,0.0002,0.0005,0.0068,0.0384,0.03,3,0.005,0.0005,0.03,0.0005,490,576,-74
A3Ni,0.069,0.67,0.39,0.006,0.011,0.022,0.0002,0.0005,0.007,0.0328,0.03,2.96,0.005,0.0005,0.03,0.0005,533,599,-75
A3Ni,0.064,0.65,0.3,0.004,0.008,0.0006,0.0002,0.0005,0.0051,0.04,0.03,2.88,0.005,0.0005,0.03,0.0005,477,549,-68
A3Ni,0.063,0.65,0.28,0.005,0.008,0.0035,0.0002,0.0005,0.0053,0.0363,0.03,2.82,0.005,0.0005,0.03,0.0005,479,545,-83
A3Ni,0.061,0.63,0.29,0.004,0.007,0.0087,0.0002,0.0005,0.0055,0.0361,0.03,2.89,0.005,0.0005,0.03,0.0005,468,537,-82
A3Ni,0.062,0.6,0.25,0.004,0.009,0.014,0.0002,0.0005,0.0057,0.035,0.03,2.83,0.005,0.0005,0.03,0.0005,476,545,-85
A3Ni,0.066,0.63,0.32,0.004,0.008,0.026,0.0002,0.0005,0.0056,0.0314,0.03,2.93,0.005,0.0005,0.03,0.0005,492,550,-82
A3Ni,0.071,0.63,0.39,0.004,0.008,0.0006,0.0002,0.0005,0.0041,0.0279,0.03,2.73,0.005,0.0005,0.03,0.0005,483,570,-72
A3Ni,0.07,0.65,0.39,0.003,0.009,0.006,0.0002,0.0005,0.0043,0.0269,0.03,2.78,0.005,0.0005,0.03,0.0005,490,561,-86
A3Ni,0.068,0.65,0.29,0.003,0.01,0.011,0.0002,0.0005,0.005,0.0272,0.03,2.79,0.005,0.0005,0.03,0.0005,507,581,-89
A3Ni,0.068,0.62,0.29,0.003,0.009,0.017,0.0002,0.0005,0.0056,0.0286,0.03,2.78,0.005,0.0005,0.03,0.0005,476,563,-86
A3Ni,0.062,0.57,0.3,0.003,0.008,0.023,0.0002,0.0005,0.0056,0.0277,0.03,2.78,0.005,0.0005,0.03,0.0005,468,551,-87
A5Ni,0.054,0.66,0.31,0.007,0.007,0.0008,0.0002,0.0022,0.0058,0.0495,0.03,5.37,0.005,0.0005,0.03,0.0005,591,655,-65
A5Ni,0.057,0.66,0.32,0.007,0.008,0.0048,0.0002,0.0023,0.0065,0.0469,0.03,5.43,0.005,0.0005,0.03,0.0005,609,665,-69
A5Ni,0.058,0.62,0.3,0.007,0.007,0.0107,0.0002,0.0024,0.006,0.0412,0.03,5.38,0.005,0.0005,0.03,0.0005,611,672,-81
A5Ni,0.063,0.66,0.35,0.006,0.006,0.0177,0.0002,0.0025,0.0067,0.034,0.03,5.48,0.005,0.0005,0.03,0.0005,628,695,-72
A5Ni,0.063,0.65,0.37,0.006,0.006,0.0236,0.0002,0.0005,0.0079,0.0319,0.03,5.45,0.005,0.0005,0.03,0.0005,643,705,-73
A5Ni,0.056,0.23,0.36,0.009,0.006,0.001,0.0002,0.0005,0.0055,0.0557,0.03,5.32,0.005,0.0005,0.03,0.0005,524,599,0
A5Ni,0.056,0.24,0.37,0.008,0.006,0.0058,0.0002,0.0005,0.0052,0.0505,0.03,5.46,0.005,0.0005,0.03,0.0005,544,623,-20
A5Ni,0.057,0.24,0.36,0.008,0.006,0.011,0.0002,0.0005,0.0054,0.0415,0.03,5.48,0.005,0.0005,0.03,0.0005,540,616,-63
A5Ni,0.062,0.25,0.38,0.007,0.006,0.019,0.0002,0.0005,0.0057,0.0356,0.03,5.37,0.005,0.0005,0.03,0.0005,554,632,-63
A5Ni,0.066,0.27,0.42,0.007,0.006,0.028,0.0002,0.0005,0.0054,0.0312,0.03,5.37,0.005,0.0005,0.03,0.0005,596,674,-64
A5Ni,0.068,0.7,0.38,0.006,0.007,0.0009,0.0002,0.0005,0.0039,0.036,0.03,4.91,0.005,0.0005,0.03,0.0005,618,686,-64
A5Ni,0.064,0.71,0.34,0.005,0.007,0.0047,0.0002,0.0005,0.0047,0.037,0.03,4.94,0.005,0.0005,0.03,0.0005,619,679,-70
A5Ni,0.068,0.67,0.34,0.005,0.007,0.011,0.0002,0.0005,0.0039,0.0344,0.03,4.99,0.005,0.0005,0.03,0.0005,631,690,-60
A5Ni,0.067,0.61,0.28,0.006,0.007,0.016,0.0002,0.0005,0.0054,0.0348,0.03,5.01,0.005,0.0005,0.03,0.0005,615,695,-74
A5Ni,0.07,0.69,0.33,0.004,0.007,0.025,0.0002,0.0005,0.0057,0.0312,0.03,4.96,0.005,0.0005,0.03,0.0005,630,699,-67
A5Ni,0.075,0.67,0.43,0.004,0.009,0.0007,0.0002,0.0005,0.0038,0.026,0.03,4.8,0.005,0.0005,0.03,0.0005,602,678,-67
A5Ni,0.074,0.66,0.42,0.004,0.008,0.007,0.0002,0.0005,0.0042,0.0255,0.03,4.9,0.005,0.0005,0.03,0.0005,646,708,-70
A5Ni,0.075,0.64,0.39,0.004,0.008,0.013,0.0002,0.0005,0.0043,0.0253,0.03,4.88,0.005,0.0005,0.03,0.0005,641,705,-63
A5Ni,0.068,0.64,0.32,0.004,0.009,0.019,0.0002,0.0005,0.0047,0.0277,0.03,4.83,0.005,0.0005,0.03,0.0005,626,699,-64
A5Ni,0.067,0.59,0.32,0.004,0.009,0.028,0.0002,0.0005,0.0055,0.0265,0.03,4.78,0.005,0.0005,0.03,0.0005,620,687,-81
AB,0.063,0.64,0.36,0.007,0.007,0.0005,0.0005,0.0005,0.0062,0.0479,0.03,0.03,0.005,0.0005,0.03,0.0005,407,481,-53
AB,0.065,0.66,0.36,0.008,0.009,0.0007,0.003,0.0005,0.0073,0.0435,0.03,0.03,0.005,0.0005,0.03,0.0005,400,478,-50
AB,0.063,0.65,0.39,0.008,0.009,0.0003,0.0058,0.0005,0.0068,0.0453,0.03,0.03,0.005,0.0005,0.03,0.0005,394,471,-53
AB,0.068,0.68,0.36,0.009,0.008,0.0007,0.0099,0.0005,0.0077,0.0444,0.03,0.03,0.005,0.0005,0.03,0.0005,373,454,-51
AB,0.064,0.66,0.43,0.01,0.01,0.0009,0.0126,0.0005,0.0063,0.0527,0.03,0.03,0.005,0.0005,0.03,0.0005,400,472,-57
AB,0.066,0.69,0.4,0.008,0.008,0.0003,0.0171,0.0005,0.007,0.0437,0.03,0.03,0.005,0.0005,0.03,0.0005,381,481,-52
AB,0.073,0.64,0.35,0.005,0.004,0.0038,0.0003,0.0005,0.0077,0.0428,0.03,0.03,0.005,0.0005,0.03,0.0005,402,494,-45
AB,0.066,0.67,0.38,0.008,0.01,0.0034,0.003,0.0005,0.0067,0.0539,0.03,0.03,0.005,0.0005,0.03,0.0005,445,499,-35
AB,0.062,0.68,0.45,0.009,0.01,0.004,0.0067,0.0005,0.0062,0.0526,0.03,0.03,0.005,0.0005,0.03,0.0005,437,485,-30
AB,0.061,0.67,0.45,0.009,0.01,0.0042,0.0106,0.0005,0.0059,0.0522,0.03,0.03,0.005,0.0005,0.03,0.0005,409,466,-42
AB,0.065,0.66,0.48,0.008,0.01,0.0044,0.0144,0.0005,0.0064,0.051,0.03,0.03,0.005,0.0005,0.03,0.0005,410,471,-48
AB,0.061,0.67,0.43,0.008,0.008,0.0045,0.0186,0.0005,0.006,0.0485,0.03,0.03,0.005,0.0005,0.03,0.0005,415,479,-44
ACrTi,0.07,0.65,0.32,0.008,0.008,0.0005,0.0002,0.0005,0.0068,0.0481,0.53,0.03,0.005,0.0005,0.03,0.0005,417,498,-60
ACrTi,0.071,0.65,0.31,0.007,0.006,0.0034,0.0002,0.0005,0.007,0.045,0.53,0.03,0.005,0.0005,0.03,0.0005,420,494,-47
ACrTi,0.077,0.66,0.29,0.008,0.008,0.008,0.0002,0.0005,0.008,0.0409,0.54,0.03,0.005,0.0005,0.03,0.0005,440,507,-27
ACrTi,0.075,0.6,0.31,0.007,0.008,0.014,0.0002,0.0005,0.0079,0.0348,0.52,0.03,0.005,0.0005,0.03,0.0005,445,510,-40
ACrTi,0.071,0.63,0.37,0.006,0.009,0.0214,0.0002,0.0005,0.0075,0.0332,0.52,0.03,0.005,0.0005,0.03,0.0005,467,530,-47
ACrTi,0.07,0.65,0.35,0.008,0.01,0.0005,0.0002,0.0005,0.0078,0.0504,1.01,0.03,0.005,0.0005,0.03,0.0005,481,559,-40
ACrTi,0.077,0.66,0.32,0.008,0.01,0.0034,0.0002,0.0005,0.0075,0.0457,1.03,0.03,0.005,0.0005,0.03,0.0005,490,558,-35
ACrTi,0.082,0.67,0.34,0.006,0.009,0.0083,0.0002,0.0005,0.0083,0.0418,1.04,0.03,0.005,0.0005,0.03,0.0005,501,597,-17
ACrTi,0.079,0.64,0.37,0.006,0.01,0.0157,0.0002,0.0005,0.0089,0.0359,1.04,0.03,0.005,0.0005,0.03,0.0005,495,567,-36
ACrTi,0.086,0.62,0.38,0.003,0.01,0.0238,0.0002,0.0005,0.0079,0.0334,1.04,0.03,0.005,0.0005,0.03,0.0005,504,578,-32
ACrTi,0.074,0.58,0.25,0.008,0.01,0.0004,0.0002,0.0005,0.0089,0.05,1.59,0.03,0.005,0.0005,0.03,0.0005,494,593,-22
ACrTi,0.078,0.62,0.26,0.007,0.005,0.0029,0.0002,0.0005,0.01,0.0472,1.6,0.03,0.005,0.0005,0.03,0.0005,509,596,-8
ACrTi,0.076,0.62,0.28,0.007,0.009,0.0076,0.0002,0.0005,0.011,0.0455,1.65,0.03,0.005,0.0005,0.03,0.0005,519,606,-12
ACrTi,0.08,0.63,0.28,0.007,0.005,0.0118,0.0002,0.0005,0.013,0.0395,1.7,0.03,0.005,0.0005,0.03,0.0005,535,623,-12
ACrTi,0.082,0.63,0.33,0.006,0.007,0.017,0.0002,0.0005,0.012,0.035,1.7,0.03,0.005,0.0005,0.03,0.0005,540,644,-3
ACrTi,0.076,0.64,0.28,0.008,0.008,0.0008,0.0002,0.0005,0.0082,0.049,2.1,0.03,0.005,0.0005,0.03,0.0005,565,660,26
ACrTi,0.078,0.64,0.28,0.008,0.007,0.0042,0.0002,0.0005,0.0095,0.0482,2.15,0.03,0.005,0.0005,0.03,0.0005,569,686,8
ACrTi,0.08,0.68,0.32,0.007,0.008,0.0078,0.0002,0.0005,0.0096,0.0426,2,0.03,0.005,0.0005,0.03,0.0005,585,668,7
ACrTi,0.088,0.67,0.34,0.007,0.008,0.014,0.0002,0.0005,0.0099,0.0361,2.05,0.03,0.005,0.0005,0.03,0.0005,613,707,20
ACrTi,0.083,0.66,0.37,0.007,0.007,0.022,0.0002,0.0005,0.0099,0.034,1.99,0.03,0.005,0.0005,0.03,0.0005,628,714,17
ACuTi,0.073,0.64,0.34,0.008,0.007,0.0007,0.0002,0.0005,0.0063,0.045,0.03,0.03,0.005,0.0005,0.03,0.0005,404,494,-46
ACuTi,0.073,0.64,0.35,0.005,0.004,0.0038,0.0002,0.0005,0.0077,0.0428,0.03,0.03,0.005,0.0005,0.03,0.0005,402,494,-45
ACuTi,0.074,0.67,0.35,0.008,0.007,0.0095,0.0002,0.0005,0.0073,0.0384,0.03,0.03,0.005,0.0005,0.03,0.0005,396,492,-40
ACuTi,0.078,0.68,0.38,0.009,0.007,0.016,0.0002,0.0005,0.0069,0.034,0.03,0.03,0.005,0.0005,0.03,0.0005,410,494,-36
ACuTi,0.079,0.73,0.44,0.006,0.008,0.024,0.0002,0.0005,0.0069,0.029,0.03,0.03,0.005,0.0005,0.03,0.0005,440,523,-40
ACuTi,0.068,0.62,0.28,0.008,0.007,0.0005,0.0002,0.0005,0.0073,0.0477,0.03,0.03,0.005,0.0005,0.5,0.0005,391,468,-63
ACuTi,0.063,0.64,0.3,0.008,0.008,0.0043,0.0002,0.0005,0.0074,0.0453,0.03,0.03,0.005,0.0005,0.53,0.0005,417,498,-62
ACuTi,0.065,0.64,0.31,0.007,0.008,0.0098,0.0002,0.0005,0.0083,0.039,0.03,0.03,0.005,0.0005,0.51,0.0005,421,485,-46
ACuTi,0.069,0.63,0.32,0.007,0.01,0.017,0.0002,0.0005,0.007,0.0369,0.03,0.03,0.005,0.0005,0.49,0.0005,420,487,-51
ACuTi,0.074,0.62,0.34,0.005,0.009,0.022,0.0002,0.0005,0.0075,0.033,0.03,0.03,0.005,0.0005,0.49,0.0005,454,524,-53
ACuTi,0.065,0.62,0.3,0.007,0.009,0.0004,0.0002,0.0005,0.0072,0.0519,0.03,0.03,0.005,0.0005,1.03,0.0005,439,509,-54
ACuTi,0.064,0.63,0.3,0.007,0.007,0.0042,0.0002,0.0005,0.0065,0.0456,0.03,0.03,0.005,0.0005,1.05,0.0005,429,497,-58
ACuTi,0.068,0.63,0.3,0.007,0.007,0.01,0.0002,0.0005,0.0063,0.0454,0.03,0.03,0.005,0.0005,1.05,0.0005,446,516,-53
ACuTi,0.067,0.62,0.31,0.006,0.007,0.018,0.0002,0.0005,0.0072,0.0369,0.03,0.03,0.005,0.0005,1.03,0.0005,422,492,-41
ACuTi,0.07,0.61,0.36,0.006,0.009,0.029,0.0002,0.0005,0.0065,0.0349,0.03,0.03,0.005,0.0005,1.02,0.0005,451,519,-53
ACuTi,0.064,0.64,0.32,0.007,0.008,0.0004,0.0002,0.0005,0.006,0.0498,0.03,0.03,0.005,0.0005,1.6,0.0005,504,565,0
ACuTi,0.066,0.67,0.37,0.006,0.008,0.0051,0.0002,0.0005,0.0055,0.0453,0.03,0.03,0.005,0.0005,1.44,0.0005,516,568,-43
ACuTi,0.069,0.66,0.33,0.006,0.008,0.0108,0.0002,0.0005,0.0061,0.0417,0.03,0.03,0.005,0.0005,1.5,0.0005,523,573,-27
ACuTi,0.069,0.6,0.27,0.006,0.007,0.014,0.0002,0.0005,0.0062,0.036,0.03,0.03,0.005,0.0005,1.64,0.0005,501,553,-27
ACuTi,0.071,0.62,0.35,0.005,0.006,0.025,0.0002,0.0005,0.0069,0.0315,0.03,0.03,0.005,0.0005,1.55,0.0005,532,584,-28
ACuTi,0.06,0.63,0.25,0.007,0.008,0.0002,0.0002,0.0005,0.0059,0.0515,0.03,0.03,0.005,0.0005,2,0.0005,628,675,45
ACuTi,0.061,0.65,0.25,0.007,0.008,0.0039,0.0002,0.0005,0.0066,0.0514,0.03,0.03,0.005,0.0005,2.02,0.0005,663,704,30
ACuTi,0.067,0.65,0.25,0.008,0.007,0.01,0.0002,0.0005,0.0065,0.0442,0.03,0.03,0.005,0.0005,2.02,0.0005,665,708,28
ACuTi,0.07,0.66,0.29,0.006,0.008,0.018,0.0002,0.0005,0.0065,0.0388,0.03,0.03,0.005,0.0005,2.03,0.0005,645,680,26
ACuTi,0.073,0.64,0.34,0.006,0.007,0.03,0.0002,0.0005,0.0067,0.0358,0.03,0.03,0.005,0.0005,2.04,0.0005,640,686,18
AlN,0.069,1.36,0.3,0.007,0.009,0.0037,0.0002,0.0005,0.0068,0.0432,0.03,0.03,0.005,0.0005,0.03,0.0005,468,529,-72
AlN,0.073,1.39,0.33,0.007,0.008,0.0039,0.0002,0.002,0.0066,0.0427,0.03,0.03,0.005,0.0005,0.03,0.0005,475,536,-70
AlN,0.078,1.39,0.32,0.007,0.009,0.0042,0.0002,0.0044,0.0066,0.0436,0.03,0.03,0.005,0.0005,0.03,0.0005,478,541,-60
AlN,0.08,1.41,0.33,0.006,0.009,0.0043,0.0002,0.0078,0.0055,0.0432,0.03,0.03,0.005,0.0005,0.03,0.0005,478,540,-55
AlN,0.08,1.42,0.37,0.006,0.009,0.0043,0.0002,0.012,0.0054,0.0439,0.03,0.03,0.005,0.0005,0.03,0.0005,480,543,-58
AlN,0.076,1.36,0.37,0.005,0.009,0.0036,0.0002,0.019,0.0053,0.0422,0.03,0.03,0.005,0.0005,0.03,0.0005,485,549,-58
AlN,0.078,1.31,0.44,0.005,0.008,0.0036,0.0002,0.034,0.005,0.0431,0.03,0.03,0.005,0.0005,0.03,0.0005,491,564,-63
AlN,0.076,1.3,0.51,0.005,0.008,0.0043,0.0002,0.049,0.0048,0.0423,0.03,0.03,0.005,0.0005,0.03,0.0005,485,560,-55
AlN,0.079,1.32,0.57,0.004,0.008,0.0038,0.0002,0.061,0.0052,0.0422,0.03,0.03,0.005,0.0005,0.03,0.0005,491,570,-38
AlN,0.069,1.35,0.32,0.01,0.006,0.003,0.0002,0.0005,0.0149,0.0443,0.03,0.03,0.005,0.0005,0.03,0.0005,492,568,-45
AlN,0.07,1.4,0.32,0.009,0.007,0.0037,0.0002,0.0069,0.0159,0.045,0.03,0.03,0.005,0.0005,0.03,0.0005,502,569,-39
AlN,0.069,1.37,0.38,0.008,0.007,0.0033,0.0002,0.014,0.0141,0.0449,0.03,0.03,0.005,0.0005,0.03,0.0005,523,587,-42
AlN,0.073,1.29,0.47,0.006,0.005,0.0031,0.0002,0.028,0.0133,0.0482,0.03,0.03,0.005,0.0005,0.03,0.0005,514,579,-38
AlN,0.072,1.32,0.5,0.006,0.006,0.0032,0.0002,0.0444,0.0132,0.0409,0.03,0.03,0.005,0.0005,0.03,0.0005,512,581,-30
AlN,0.07,1.3,0.54,0.005,0.006,0.0029,0.0002,0.058,0.0119,0.0431,0.03,0.03,0.005,0.0005,0.03,0.0005,512,581,-15
AlN,0.07,1.39,0.28,0.009,0.01,0.0031,0.0002,0.0002,0.0242,0.0454,0.03,0.03,0.005,0.0005,0.03,0.0005,524,598,-27
AlN,0.07,1.41,0.35,0.007,0.007,0.0038,0.0002,0.0084,0.0214,0.0442,0.03,0.03,0.005,0.0005,0.03,0.0005,550,623,-27
AlN,0.07,1.37,0.39,0.007,0.009,0.0032,0.0002,0.021,0.0202,0.0475,0.03,0.03,0.005,0.0005,0.03,0.0005,562,632,-30
AlN,0.07,1.36,0.42,0.006,0.007,0.0036,0.0002,0.038,0.02,0.0463,0.03,0.03,0.005,0.0005,0.03,0.0005,546,625,-21
AlN,0.076,1.42,0.49,0.005,0.01,0.0055,0.0002,0.047,0.0191,0.0364,0.03,0.03,0.005,0.0005,0.03,0.0005,541,625,0
AlN,0.07,1.4,0.54,0.005,0.009,0.0044,0.0002,0.067,0.0195,0.0362,0.03,0.03,0.005,0.0005,0.03,0.0005,536,623,2
AlO,0.069,1.36,0.3,0.007,0.009,0.0037,0.0002,0.0005,0.0068,0.0432,0.03,0.03,0.005,0.0005,0.03,0.0005,468,529,-72
AlO,0.073,1.39,0.33,0.007,0.008,0.0039,0.0002,0.002,0.0066,0.0427,0.03,0.03,0.005,0.0005,0.03,0.0005,475,536,-70
AlO,0.078,1.39,0.32,0.007,0.009,0.0042,0.0002,0.0044,0.0066,0.0436,0.03,0.03,0.005,0.0005,0.03,0.0005,478,541,-60
AlO,0.08,1.41,0.33,0.006,0.009,0.0043,0.0002,0.0078,0.0055,0.0432,0.03,0.03,0.005,0.0005,0.03,0.0005,478,540,-55
AlO,0.08,1.42,0.37,0.006,0.009,0.0043,0.0002,0.012,0.0054,0.0439,0.03,0.03,0.005,0.0005,0.03,0.0005,480,543,-58
AlO,0.076,1.36,0.37,0.005,0.009,0.0036,0.0002,0.019,0.0053,0.0422,0.03,0.03,0.005,0.0005,0.03,0.0005,485,549,-58
AlO,0.078,1.31,0.44,0.005,0.008,0.0036,0.0002,0.034,0.005,0.0431,0.03,0.03,0.005,0.0005,0.03,0.0005,491,564,-63
AlO,0.076,1.3,0.51,0.005,0.008,0.0043,0.0002,0.049,0.0048,0.0423,0.03,0.03,0.005,0.0005,0.03,0.0005,485,560,-55
AlO,0.079,1.32,0.57,0.004,0.008,0.0038,0.0002,0.061,0.0052,0.0422,0.03,0.03,0.005,0.0005,0.03,0.0005,491,570,-38
AlO,0.074,1.48,0.35,0.006,0.007,0.0034,0.0002,0.0005,0.0075,0.04,0.03,0.03,0.005,0.0005,0.03,0.0005,461,526,-69
AlO,0.077,1.5,0.37,0.005,0.007,0.0053,0.0002,0.0069,0.0067,0.0406,0.03,0.03,0.005,0.0005,0.03,0.0005,457,546,-59
AlO,0.079,1.44,0.44,0.005,0.007,0.0042,0.0002,0.016,0.0052,0.041,0.03,0.03,0.005,0.0005,0.03,0.0005,499,560,-61
AlO,0.078,1.39,0.53,0.005,0.007,0.0045,0.0002,0.028,0.0052,0.0411,0.03,0.03,0.005,0.0005,0.03,0.0005,482,563,-63
AlO,0.077,1.4,0.61,0.004,0.008,0.0052,0.0002,0.043,0.0045,0.039,0.03,0.03,0.005,0.0005,0.03,0.0005,497,573,-46
AlO,0.075,1.35,0.67,0.004,0.007,0.0049,0.0002,0.048,0.0048,0.0391,0.03,0.03,0.005,0.0005,0.03,0.0005,506,581,-43
AlO,0.077,1.52,0.34,0.005,0.006,0.0033,0.0002,0.0004,0.0065,0.0324,0.03,0.03,0.005,0.0005,0.03,0.0005,484,532,-77
AlO,0.082,1.44,0.36,0.004,0.006,0.0039,0.0002,0.0049,0.0057,0.0329,0.03,0.03,0.005,0.0005,0.03,0.0005,484,547,-65
AlO,0.084,1.39,0.42,0.004,0.006,0.0044,0.0002,0.0095,0.0048,0.0339,0.03,0.03,0.005,0.0005,0.03,0.0005,502,550,-73
AlO,0.082,1.35,0.47,0.005,0.006,0.0044,0.0002,0.015,0.0046,0.0345,0.03,0.03,0.005,0.0005,0.03,0.0005,492,546,-78
AlO,0.086,1.3,0.5,0.004,0.007,0.0032,0.0002,0.024,0.0056,0.0334,0.03,0.03,0.005,0.0005,0.03,0.0005,500,563,-64
AlO,0.087,1.28,0.58,0.004,0.006,0.0032,0.0002,0.035,0.0051,0.0346,0.03,0.03,0.005,0.0005,0.03,0.0005,492,568,-50
AlO,0.074,1.51,0.35,0.004,0.009,0.0028,0.0002,0.0005,0.0054,0.0331,0.03,0.03,0.005,0.0005,0.03,0.0005,454,524,-80
AlO,0.077,1.34,0.39,0.004,0.011,0.003,0.0002,0.0065,0.0049,0.0307,0.03,0.03,0.005,0.0005,0.03,0.0005,487,557,-72
AlO,0.083,1.35,0.47,0.004,0.011,0.003,0.0002,0.012,0.0049,0.03,0.03,0.03,0.005,0.0005,0.03,0.0005,492,558,-80
AlO,0.094,1.25,0.46,0.004,0.01,0.003,0.0002,0.015,0.0053,0.0327,0.03,0.03,0.005,0.0005,0.03,0.0005,478,546,-83
AlO,0.08,1.26,0.46,0.004,0.011,0.0025,0.0002,0.017,0.005,0.0316,0.03,0.03,0.005,0.0005,0.03,0.0005,481,551,-76
AlO,0.103,1.34,0.61,0.004,0.009,0.0051,0.0002,0.022,0.0041,0.0288,0.03,0.03,0.005,0.0005,0.03,0.0005,498,572,-65
Al,0.069,1.36,0.3,0.007,0.009,0.0037,0.0002,0.0005,0.0068,0.0432,0.03,0.03,0.006,0.0004,0.03,0.0005,468,529,-72
Al,0.073,1.39,0.33,0.007,0.008,0.0039,0.0002,0.002,0.0066,0.0427,0.03,0.03,0.006,0.0004,0.03,0.0005,475,536,-70
Al,0.078,1.39,0.32,0.007,0.009,0.0042,0.0002,0.0044,0.0066,0.0436,0.03,0.03,0.006,0.0004,0.03,0.0005,478,541,-60
Al,0.08,1.41,0.33,0.006,0.009,0.0043,0.0002,0.0078,0.0055,0.0432,0.03,0.03,0.006,0.0003,0.03,0.0005,478,540,-55
Al,0.08,1.42,0.37,0.006,0.009,0.0043,0.0002,0.012,0.0054,0.0439,0.03,0.03,0.006,0.0003,0.03,0.0005,480,543,-58
Al,0.076,1.36,0.37,0.005,0.009,0.0036,0.0002,0.019,0.0053,0.0422,0.03,0.03,0.006,0.0004,0.03,0.0005,485,549,-58
Al,0.078,1.31,0.44,0.005,0.008,0.0036,0.0002,0.034,0.005,0.0431,0.03,0.03,0.006,0.0004,0.03,0.0005,491,564,-63
Al,0.076,1.3,0.51,0.005,0.008,0.0043,0.0002,0.049,0.0048,0.0423,0.03,0.03,0.006,0.0004,0.03,0.0005,485,560,-55
Al,0.079,1.32,0.57,0.004,0.008,0.0038,0.0002,0.061,0.0052,0.0422,0.03,0.03,0.006,0.0004,0.03,0.0005,491,570,-38
AlTiN,0.069,1.49,0.43,0.004,0.005,0.046,0.0002,0.0001,0.0077,0.0294,0.03,0.03,0.005,0.0005,0.03,0.0005,535,594,-60
AlTiN,0.071,1.44,0.36,0.007,0.005,0.046,0.0002,0.0067,0.0094,0.0373,0.03,0.03,0.005,0.0005,0.03,0.0005,522,583,-48
AlTiN,0.071,1.39,0.42,0.007,0.005,0.042,0.0002,0.015,0.0065,0.0446,0.03,0.03,0.005,0.0005,0.03,0.0005,531,587,-56
AlTiN,0.071,1.44,0.52,0.005,0.005,0.046,0.0002,0.03,0.0067,0.0466,0.03,0.03,0.005,0.0005,0.03,0.0005,538,604,-49
AlTiN,0.069,1.41,0.54,0.005,0.005,0.046,0.0002,0.042,0.0058,0.0439,0.03,0.03,0.005,0.0005,0.03,0.0005,561,622,-43
AlTiN,0.067,1.4,0.57,0.005,0.005,0.045,0.0002,0.05,0.006,0.0451,0.03,0.03,0.005,0.0005,0.03,0.0005,547,616,-44
AlTiN,0.066,1.48,0.47,0.007,0.005,0.041,0.0002,0.0002,0.0164,0.0285,0.03,0.03,0.005,0.0005,0.03,0.0005,540,607,-49
AlTiN,0.073,1.4,0.49,0.004,0.005,0.042,0.0002,0.0046,0.0183,0.0375,0.03,0.03,0.005,0.0005,0.03,0.0005,549,614,-45
AlTiN,0.067,1.32,0.56,0.004,0.005,0.041,0.0002,0.013,0.016,0.0421,0.03,0.03,0.005,0.0005,0.03,0.0005,564,612,-44
AlTiN,0.064,1.42,0.64,0.004,0.005,0.042,0.0002,0.025,0.0148,0.0439,0.03,0.03,0.005,0.0005,0.03,0.0005,554,612,-34
AlTiN,0.068,1.39,0.69,0.004,0.005,0.041,0.0002,0.038,0.0149,0.0423,0.03,0.03,0.005,0.0005,0.03,0.0005,549,616,-36
AlTiN,0.065,1.46,0.72,0.006,0.005,0.049,0.0002,0.059,0.0147,0.0433,0.03,0.03,0.005,0.0005,0.03,0.0005,559,609,-55
AlTiN,0.068,1.46,0.47,0.007,0.005,0.045,0.0002,0.0007,0.0249,0.0297,0.03,0.03,0.005,0.0005,0.03,0.0005,549,614,-36
AlTiN,0.066,1.32,0.5,0.008,0.005,0.044,0.0002,0.0052,0.0239,0.0351,0.03,0.03,0.005,0.0005,0.03,0.0005,535,597,-31
AlTiN,0.064,1.36,0.57,0.007,0.005,0.04,0.0002,0.0133,0.0243,0.0388,0.03,0.03,0.005,0.0005,0.03,0.0005,546,612,-4
AlTiN,0.063,1.47,0.65,0.007,0.005,0.044,0.0002,0.0279,0.0248,0.0416,0.03,0.03,0.005,0.0005,0.03,0.0005,544,615,-7
AlTiN,0.066,1.45,0.7,0.006,0.005,0.041,0.0002,0.037,0.0242,0.0411,0.03,0.03,0.005,0.0005,0.03,0.0005,605,674,-17
AlTiN,0.066,1.39,0.56,0.004,0.005,0.045,0.0002,0.054,0.025,0.0383,0.03,0.03,0.005,0.0005,0.03,0.0005,571,637,-34
AlTi,0.074,1.49,0.29,0.006,0.013,0.0005,0.0002,0.0006,0.0072,0.0471,0.03,0.03,0.005,0.0005,0.03,0.0005,431,527,-19
AlTi,0.081,1.43,0.29,0.006,0.013,0.0005,0.0002,0.006,0.0054,0.0461,0.03,0.03,0.005,0.0005,0.03,0.0005,444,542,-15
